draw_number,draw_date,round,tier,category,winners,prize_per_winner
2718,2022-01-08,1,2,Match 5 plus Bonus,2,1000000.0
2718,2022-01-08,1,3,Match 5,60,1750.0
2718,2022-01-08,1,4,Match 4,4546,140.0
2718,2022-01-08,1,5,Match 3,107707,30.0
2718,2022-01-08,1,6,Match 2,1066670,0.0
2719,2022-01-12,1,1,Match 6,0,9311761.0
2719,2022-01-12,1,2,Match 5 plus Bonus,0,1000000.0
2719,2022-01-12,1,3,Match 5,33,1750.0
2719,2022-01-12,1,4,Match 4,2418,140.0
2719,2022-01-12,1,5,Match 3,60019,30.0
2719,2022-01-12,1,6,Match 2,641236,0.0
2720,2022-01-15,1,1,Match 6,0,12070921.0
2720,2022-01-15,1,2,Match 5 plus Bonus,1,10000001148447.0
2720,2022-01-15,1,3,Match 5,96,17504327.0
2720,2022-01-15,1,4,Match 4,7166,140188.0
2720,2022-01-15,1,5,Match 3,153938,3057.0
2720,2022-01-15,1,6,Match 2,1424534,5.0
2721,2022-01-19,1,1,Match 6,0,2000000.0
2721,2022-01-19,1,2,Match 5 plus Bonus,0,1000000.0
2721,2022-01-19,1,3,Match 5,29,1750.0
2721,2022-01-19,1,4,Match 4,1808,140.0
2721,2022-01-19,1,5,Match 3,45402,30.0
2721,2022-01-19,1,6,Match 2,508193,0.0
2722,2022-01-22,1,1,Match 6,0,4086582.0
2722,2022-01-22,1,2,Match 5 plus Bonus,1,1000000.0
2722,2022-01-22,1,3,Match 5,58,1750.0
2722,2022-01-22,1,4,Match 4,3488,140.0
2722,2022-01-22,1,5,Match 3,88379,30.0
2722,2022-01-22,1,6,Match 2,926823,0.0
2723,2022-01-26,1,1,Match 6,0,5382068.0
2723,2022-01-26,1,2,Match 5 plus Bonus,0,1000000.0
2723,2022-01-26,1,3,Match 5,18,1750.0
2723,2022-01-26,1,4,Match 4,1859,140.0
2723,2022-01-26,1,5,Match 3,45122,30.0
2723,2022-01-26,1,6,Match 2,496649,0.0
2724,2022-01-29,1,1,Match 6,0,7592322.0
2724,2022-01-29,1,2,Match 5 plus Bonus,3,1000000.0
2724,2022-01-29,1,3,Match 5,67,1750.0
2724,2022-01-29,1,4,Match 4,4114,140.0
2724,2022-01-29,1,5,Match 3,98449,30.0
2724,2022-01-29,1,6,Match 2,1010915,0.0
2725,2022-02-02,1,1,Match 6,0,9091892.0
2725,2022-02-02,1,2,Match 5 plus Bonus,1,1000000.0
2725,2022-02-02,1,3,Match 5,32,1750.0
2725,2022-02-02,1,4,Match 4,2392,140.0
2725,2022-02-02,1,5,Match 3,62623,30.0
2725,2022-02-02,1,6,Match 2,659330,0.0
2726,2022-02-05,1,1,Match 6,0,11847859.0
2726,2022-02-05,1,2,Match 5 plus Bonus,1,10000001166910.0
2726,2022-02-05,1,3,Match 5,66,17505964.0
2726,2022-02-05,1,4,Match 4,5237,140214.0
2726,2022-02-05,1,5,Match 3,127812,3067.0
2726,2022-02-05,1,6,Match 2,1256836,5.0
2727,2022-02-09,1,1,Match 6,0,2000000.0
2727,2022-02-09,1,2,Match 5 plus Bonus,0,1000000.0
2727,2022-02-09,1,3,Match 5,27,1750.0
2727,2022-02-09,1,4,Match 4,1949,140.0
2727,2022-02-09,1,5,Match 3,51227,30.0
2727,2022-02-09,1,6,Match 2,568844,0.0
2728,2022-02-12,1,1,Match 6,0,4081142.0
2728,2022-02-12,1,2,Match 5 plus Bonus,2,1000000.0
2728,2022-02-12,1,3,Match 5,54,1750.0
2728,2022-02-12,1,4,Match 4,4773,140.0
2728,2022-02-12,1,5,Match 3,114236,30.0
2728,2022-02-12,1,6,Match 2,1079929,0.0
2729,2022-02-16,1,1,Match 6,0,5408920.0
2729,2022-02-16,1,2,Match 5 plus Bonus,0,1000000.0
2729,2022-02-16,1,3,Match 5,24,1750.0
2729,2022-02-16,1,4,Match 4,1951,140.0
2729,2022-02-16,1,5,Match 3,47272,30.0
2729,2022-02-16,1,6,Match 2,518875,0.0
2730,2022-02-19,1,1,Match 6,0,7576468.0
2730,2022-02-19,1,2,Match 5 plus Bonus,1,1000000.0
2730,2022-02-19,1,3,Match 5,54,1750.0
2730,2022-02-19,1,4,Match 4,3007,140.0
2730,2022-02-19,1,5,Match 3,73876,30.0
2730,2022-02-19,1,6,Match 2,791494,0.0
2731,2022-02-23,1,1,Match 6,0,9021342.0
2731,2022-02-23,1,2,Match 5 plus Bonus,0,1000000.0
2731,2022-02-23,1,3,Match 5,37,1750.0
2731,2022-02-23,1,4,Match 4,3513,140.0
2731,2022-02-23,1,5,Match 3,87607,30.0
2731,2022-02-23,1,6,Match 2,811609,0.0
2732,2022-02-26,1,1,Match 6,0,11812605.0
2732,2022-02-26,1,2,Match 5 plus Bonus,3,10000001048965.0
2732,2022-02-26,1,3,Match 5,83,17504699.0
2732,2022-02-26,1,4,Match 4,6102,140196.0
2732,2022-02-26,1,5,Match 3,141830,3059.0
2732,2022-02-26,1,6,Match 2,1383215,5.0
2733,2022-03-02,1,1,Match 6,0,2000000.0
2733,2022-03-02,1,2,Match 5 plus Bonus,1,1000000.0
2733,2022-03-02,1,3,Match 5,37,1750.0
2733,2022-03-02,1,4,Match 4,1892,140.0
2733,2022-03-02,1,5,Match 3,42237,30.0
2733,2022-03-02,1,6,Match 2,440821,0.0
2734,2022-03-05,1,1,Match 6,0,20000000.0
2734,2022-03-05,1,2,Match 5 plus Bonus,1,10000001370656.0
2734,2022-03-05,1,3,Match 5,91,17508538.0
2734,2022-03-05,1,4,Match 4,6785,140267.0
2734,2022-03-05,1,5,Match 3,157454,3096.0
2734,2022-03-05,1,6,Match 2,1528956,5.0
2735,2022-03-09,1,1,Match 6,0,2000000.0
2735,2022-03-09,1,2,Match 5 plus Bonus,1,1000000.0
2735,2022-03-09,1,3,Match 5,64,1750.0
2735,2022-03-09,1,4,Match 4,3578,140.0
2735,2022-03-09,1,5,Match 3,76485,30.0
2735,2022-03-09,1,6,Match 2,694904,0.0
2736,2022-03-12,1,1,Match 6,2,2055575.0
2736,2022-03-12,1,2,Match 5 plus Bonus,4,1000000.0
2736,2022-03-12,1,3,Match 5,218,1750.0
2736,2022-03-12,1,4,Match 4,10049,140.0
2736,2022-03-12,1,5,Match 3,171188,30.0
2736,2022-03-12,1,6,Match 2,1295232,0.0
2737,2022-03-16,1,1,Match 6,0,2000000.0
2737,2022-03-16,1,2,Match 5 plus Bonus,1,1000000.0
2737,2022-03-16,1,3,Match 5,29,1750.0
2737,2022-03-16,1,4,Match 4,2438,140.0
2737,2022-03-16,1,5,Match 3,62429,30.0
2737,2022-03-16,1,6,Match 2,624050,0.0
2738,2022-03-19,1,1,Match 6,0,4045045.0
2738,2022-03-19,1,2,Match 5 plus Bonus,0,1000000.0
2738,2022-03-19,1,3,Match 5,37,1750.0
2738,2022-03-19,1,4,Match 4,2905,140.0
2738,2022-03-19,1,5,Match 3,72634,30.0
2738,2022-03-19,1,6,Match 2,795326,0.0
2739,2022-03-23,1,1,Match 6,0,5335985.0
2739,2022-03-23,1,2,Match 5 plus Bonus,1,1000000.0
2739,2022-03-23,1,3,Match 5,26,1750.0
2739,2022-03-23,1,4,Match 4,1910,140.0
2739,2022-03-23,1,5,Match 3,51136,30.0
2739,2022-03-23,1,6,Match 2,563143,0.0
2740,2022-03-26,1,1,Match 6,0,7495306.0
2740,2022-03-26,1,2,Match 5 plus Bonus,0,1000000.0
2740,2022-03-26,1,3,Match 5,61,1750.0
2740,2022-03-26,1,4,Match 4,4618,140.0
2740,2022-03-26,1,5,Match 3,105623,30.0
2740,2022-03-26,1,6,Match 2,1031526,0.0
2741,2022-03-30,1,1,Match 6,0,8944842.0
2741,2022-03-30,1,2,Match 5 plus Bonus,0,1000000.0
2741,2022-03-30,1,3,Match 5,45,1750.0
2741,2022-03-30,1,4,Match 4,3240,140.0
2741,2022-03-30,1,5,Match 3,85398,30.0
2741,2022-03-30,1,6,Match 2,819844,0.0
2742,2022-04-02,1,1,Match 6,0,11698558.0
2742,2022-04-02,1,2,Match 5 plus Bonus,0,10000001000000.0
2742,2022-04-02,1,3,Match 5,64,17506079.0
2742,2022-04-02,1,4,Match 4,4855,140219.0
2742,2022-04-02,1,5,Match 3,123261,3067.0
2742,2022-04-02,1,6,Match 2,1273898,5.0
2743,2022-04-06,1,1,Match 6,0,2000000.0
2743,2022-04-06,1,2,Match 5 plus Bonus,0,1000000.0
2743,2022-04-06,1,3,Match 5,85,1750.0
2743,2022-04-06,1,4,Match 4,4987,140.0
2743,2022-04-06,1,5,Match 3,95343,30.0
2743,2022-04-06,1,6,Match 2,751364,0.0
2744,2022-04-09,1,1,Match 6,0,4033737.0
2744,2022-04-09,1,2,Match 5 plus Bonus,1,1000000.0
2744,2022-04-09,1,3,Match 5,74,1750.0
2744,2022-04-09,1,4,Match 4,5027,140.0
2744,2022-04-09,1,5,Match 3,123296,30.0
2744,2022-04-09,1,6,Match 2,1131290,0.0
2745,2022-04-13,1,1,Match 6,1,5355727.0
2745,2022-04-13,1,2,Match 5 plus Bonus,1,1000000.0
2745,2022-04-13,1,3,Match 5,66,1750.0
2745,2022-04-13,1,4,Match 4,4297,140.0
2745,2022-04-13,1,5,Match 3,83409,30.0
2745,2022-04-13,1,6,Match 2,725601,0.0
2746,2022-04-16,1,1,Match 6,0,3800000.0
2746,2022-04-16,1,2,Match 5 plus Bonus,2,1000000.0
2746,2022-04-16,1,3,Match 5,55,1750.0
2746,2022-04-16,1,4,Match 4,3122,140.0
2746,2022-04-16,1,5,Match 3,87690,30.0
2746,2022-04-16,1,6,Match 2,916558,0.0
2747,2022-04-20,1,1,Match 6,0,5021487.0
2747,2022-04-20,1,2,Match 5 plus Bonus,0,1000000.0
2747,2022-04-20,1,3,Match 5,30,1750.0
2747,2022-04-20,1,4,Match 4,2155,140.0
2747,2022-04-20,1,5,Match 3,56290,30.0
2747,2022-04-20,1,6,Match 2,582868,0.0
2748,2022-04-23,1,1,Match 6,0,7112555.0
2748,2022-04-23,1,2,Match 5 plus Bonus,1,1000000.0
2748,2022-04-23,1,3,Match 5,79,1750.0
2748,2022-04-23,1,4,Match 4,5431,140.0
2748,2022-04-23,1,5,Match 3,123298,30.0
2748,2022-04-23,1,6,Match 2,1124479,0.0
2749,2022-04-27,1,1,Match 6,1,8525949.0
2749,2022-04-27,1,2,Match 5 plus Bonus,0,1000000.0
2749,2022-04-27,1,3,Match 5,26,1750.0
2749,2022-04-27,1,4,Match 4,2185,140.0
2749,2022-04-27,1,5,Match 3,54004,30.0
2749,2022-04-27,1,6,Match 2,582260,0.0
2750,2022-04-30,1,1,Match 6,0,3800000.0
2750,2022-04-30,1,2,Match 5 plus Bonus,2,1000000.0
2750,2022-04-30,1,3,Match 5,34,1750.0
2750,2022-04-30,1,4,Match 4,2954,140.0
2750,2022-04-30,1,5,Match 3,77683,30.0
2750,2022-04-30,1,6,Match 2,833191,0.0
2751,2022-05-04,1,1,Match 6,0,5036668.0
2751,2022-05-04,1,2,Match 5 plus Bonus,0,1000000.0
2751,2022-05-04,1,3,Match 5,31,1750.0
2751,2022-05-04,1,4,Match 4,1744,140.0
2751,2022-05-04,1,5,Match 3,47652,30.0
2751,2022-05-04,1,6,Match 2,517984,0.0
2752,2022-05-07,1,1,Match 6,0,7120907.0
2752,2022-05-07,1,2,Match 5 plus Bonus,3,1000000.0
2752,2022-05-07,1,3,Match 5,84,1750.0
2752,2022-05-07,1,4,Match 4,6291,140.0
2752,2022-05-07,1,5,Match 3,143621,30.0
2752,2022-05-07,1,6,Match 2,1219757,0.0
2753,2022-05-11,1,1,Match 6,1,8606092.0
2753,2022-05-11,1,2,Match 5 plus Bonus,0,1000000.0
2753,2022-05-11,1,3,Match 5,32,1750.0
2753,2022-05-11,1,4,Match 4,2554,140.0
2753,2022-05-11,1,5,Match 3,61838,30.0
2753,2022-05-11,1,6,Match 2,632916,0.0
2754,2022-05-14,1,1,Match 6,0,3800000.0
2754,2022-05-14,1,2,Match 5 plus Bonus,1,1000000.0
2754,2022-05-14,1,3,Match 5,46,1750.0
2754,2022-05-14,1,4,Match 4,4038,140.0
2754,2022-05-14,1,5,Match 3,100532,30.0
2754,2022-05-14,1,6,Match 2,987329,0.0
2755,2022-05-18,1,1,Match 6,0,5055480.0
2755,2022-05-18,1,2,Match 5 plus Bonus,3,1000000.0
2755,2022-05-18,1,3,Match 5,35,1750.0
2755,2022-05-18,1,4,Match 4,2160,140.0
2755,2022-05-18,1,5,Match 3,52720,30.0
2755,2022-05-18,1,6,Match 2,542841,0.0
2756,2022-05-21,1,1,Match 6,0,7177782.0
2756,2022-05-21,1,2,Match 5 plus Bonus,2,1000000.0
2756,2022-05-21,1,3,Match 5,55,1750.0
2756,2022-05-21,1,4,Match 4,3653,140.0
2756,2022-05-21,1,5,Match 3,85699,30.0
2756,2022-05-21,1,6,Match 2,892818,0.0
2757,2022-05-25,1,1,Match 6,1,8576335.0
2757,2022-05-25,1,2,Match 5 plus Bonus,0,1000000.0
2757,2022-05-25,1,3,Match 5,23,1750.0
2757,2022-05-25,1,4,Match 4,2152,140.0
2757,2022-05-25,1,5,Match 3,53126,30.0
2757,2022-05-25,1,6,Match 2,573974,0.0
2758,2022-05-28,1,1,Match 6,1,3800000.0
2758,2022-05-28,1,2,Match 5 plus Bonus,5,1000000.0
2758,2022-05-28,1,3,Match 5,70,1750.0
2758,2022-05-28,1,4,Match 4,4675,140.0
2758,2022-05-28,1,5,Match 3,109476,30.0
2758,2022-05-28,1,6,Match 2,1024190,0.0
2759,2022-06-01,1,1,Match 6,0,2000000.0
2759,2022-06-01,1,2,Match 5 plus Bonus,0,1000000.0
2759,2022-06-01,1,3,Match 5,55,1750.0
2759,2022-06-01,1,4,Match 4,3393,140.0
2759,2022-06-01,1,5,Match 3,80072,30.0
2759,2022-06-01,1,6,Match 2,705892,0.0
2760,2022-06-04,1,1,Match 6,1,20000000.0
2760,2022-06-04,1,2,Match 5 plus Bonus,3,1000000.0
2760,2022-06-04,1,3,Match 5,78,1750.0
2760,2022-06-04,1,4,Match 4,6101,140.0
2760,2022-06-04,1,5,Match 3,148190,30.0
2760,2022-06-04,1,6,Match 2,1499059,0.0
2761,2022-06-08,1,1,Match 6,0,2000000.0
2761,2022-06-08,1,2,Match 5 plus Bonus,1,1000000.0
2761,2022-06-08,1,3,Match 5,24,1750.0
2761,2022-06-08,1,4,Match 4,3047,140.0
2761,2022-06-08,1,5,Match 3,57845,30.0
2761,2022-06-08,1,6,Match 2,592352,0.0
2762,2022-06-11,1,1,Match 6,0,4026408.0
2762,2022-06-11,1,2,Match 5 plus Bonus,1,1000000.0
2762,2022-06-11,1,3,Match 5,42,1750.0
2762,2022-06-11,1,4,Match 4,2786,140.0
2762,2022-06-11,1,5,Match 3,70768,30.0
2762,2022-06-11,1,6,Match 2,781536,0.0
2763,2022-06-15,1,1,Match 6,0,5295297.0
2763,2022-06-15,1,2,Match 5 plus Bonus,0,1000000.0
2763,2022-06-15,1,3,Match 5,33,1750.0
2763,2022-06-15,1,4,Match 4,2246,140.0
2763,2022-06-15,1,5,Match 3,54269,30.0
2763,2022-06-15,1,6,Match 2,560798,0.0
2764,2022-06-18,1,1,Match 6,1,7440150.0
2764,2022-06-18,1,2,Match 5 plus Bonus,0,1000000.0
2764,2022-06-18,1,3,Match 5,63,1750.0
2764,2022-06-18,1,4,Match 4,4073,140.0
2764,2022-06-18,1,5,Match 3,98942,30.0
2764,2022-06-18,1,6,Match 2,998263,0.0
2765,2022-06-22,1,1,Match 6,0,2000000.0
2765,2022-06-22,1,2,Match 5 plus Bonus,0,1000000.0
2765,2022-06-22,1,3,Match 5,18,1750.0
2765,2022-06-22,1,4,Match 4,1734,140.0
2765,2022-06-22,1,5,Match 3,45461,30.0
2765,2022-06-22,1,6,Match 2,475758,0.0
2766,2022-06-25,1,1,Match 6,1,3965089.0
2766,2022-06-25,1,2,Match 5 plus Bonus,1,1000000.0
2766,2022-06-25,1,3,Match 5,62,1750.0
2766,2022-06-25,1,4,Match 4,5013,140.0
2766,2022-06-25,1,5,Match 3,109321,30.0
2766,2022-06-25,1,6,Match 2,978098,0.0
2767,2022-06-29,1,1,Match 6,0,2000000.0
2767,2022-06-29,1,2,Match 5 plus Bonus,0,1000000.0
2767,2022-06-29,1,3,Match 5,34,1750.0
2767,2022-06-29,1,4,Match 4,2858,140.0
2767,2022-06-29,1,5,Match 3,66185,30.0
2767,2022-06-29,1,6,Match 2,624668,0.0
2768,2022-07-02,1,1,Match 6,0,4007421.0
2768,2022-07-02,1,2,Match 5 plus Bonus,1,1000000.0
2768,2022-07-02,1,3,Match 5,47,1750.0
2768,2022-07-02,1,4,Match 4,5664,140.0
2768,2022-07-02,1,5,Match 3,98322,30.0
2768,2022-07-02,1,6,Match 2,948850,0.0
2769,2022-07-06,1,1,Match 6,0,5321793.0
2769,2022-07-06,1,2,Match 5 plus Bonus,0,1000000.0
2769,2022-07-06,1,3,Match 5,43,1750.0
2769,2022-07-06,1,4,Match 4,2542,140.0
2769,2022-07-06,1,5,Match 3,63552,30.0
2769,2022-07-06,1,6,Match 2,620337,0.0
2770,2022-07-09,1,1,Match 6,0,7441782.0
2770,2022-07-09,1,2,Match 5 plus Bonus,0,1000000.0
2770,2022-07-09,1,3,Match 5,139,1750.0
2770,2022-07-09,1,4,Match 4,7597,140.0
2770,2022-07-09,1,5,Match 3,145029,30.0
2770,2022-07-09,1,6,Match 2,1177021,0.0
2771,2022-07-13,1,1,Match 6,0,8963325.0
2771,2022-07-13,1,2,Match 5 plus Bonus,0,1000000.0
2771,2022-07-13,1,3,Match 5,44,1750.0
2771,2022-07-13,1,4,Match 4,3109,140.0
2771,2022-07-13,1,5,Match 3,76174,30.0
2771,2022-07-13,1,6,Match 2,754490,0.0
2772,2022-07-16,1,1,Match 6,0,11702037.0
2772,2022-07-16,1,2,Match 5 plus Bonus,0,10000001000000.0
2772,2022-07-16,1,3,Match 5,74,17505421.0
2772,2022-07-16,1,4,Match 4,5279,140211.0
2772,2022-07-16,1,5,Match 3,129634,3065.0
2772,2022-07-16,1,6,Match 2,1295333,5.0
2773,2022-07-20,1,1,Match 6,0,2000000.0
2773,2022-07-20,1,2,Match 5 plus Bonus,1,1000000.0
2773,2022-07-20,1,3,Match 5,40,1750.0
2773,2022-07-20,1,4,Match 4,2995,140.0
2773,2022-07-20,1,5,Match 3,71060,30.0
2773,2022-07-20,1,6,Match 2,681107,0.0
2774,2022-07-23,1,1,Match 6,0,4058060.0
2774,2022-07-23,1,2,Match 5 plus Bonus,3,1000000.0
2774,2022-07-23,1,3,Match 5,59,1750.0
2774,2022-07-23,1,4,Match 4,3861,140.0
2774,2022-07-23,1,5,Match 3,97697,30.0
2774,2022-07-23,1,6,Match 2,987808,0.0
2775,2022-07-27,1,1,Match 6,0,5390878.0
2775,2022-07-27,1,2,Match 5 plus Bonus,0,1000000.0
2775,2022-07-27,1,3,Match 5,57,1750.0
2775,2022-07-27,1,4,Match 4,3237,140.0
2775,2022-07-27,1,5,Match 3,72137,30.0
2775,2022-07-27,1,6,Match 2,694046,0.0
2776,2022-07-30,1,1,Match 6,0,7592042.0
2776,2022-07-30,1,2,Match 5 plus Bonus,2,1000000.0
2776,2022-07-30,1,3,Match 5,69,1750.0
2776,2022-07-30,1,4,Match 4,5277,140.0
2776,2022-07-30,1,5,Match 3,135165,30.0
2776,2022-07-30,1,6,Match 2,1247830,0.0
2777,2022-08-03,1,1,Match 6,0,9116513.0
2777,2022-08-03,1,2,Match 5 plus Bonus,0,1000000.0
2777,2022-08-03,1,3,Match 5,34,1750.0
2777,2022-08-03,1,4,Match 4,2771,140.0
2777,2022-08-03,1,5,Match 3,71546,30.0
2777,2022-08-03,1,6,Match 2,735381,0.0
2778,2022-08-06,1,1,Match 6,1,20000000.0
2778,2022-08-06,1,2,Match 5 plus Bonus,0,1000000.0
2778,2022-08-06,1,3,Match 5,95,1750.0
2778,2022-08-06,1,4,Match 4,6610,140.0
2778,2022-08-06,1,5,Match 3,155156,30.0
2778,2022-08-06,1,6,Match 2,1522417,0.0
2779,2022-08-10,1,1,Match 6,1,2000000.0
2779,2022-08-10,1,2,Match 5 plus Bonus,0,1000000.0
2779,2022-08-10,1,3,Match 5,27,1750.0
2779,2022-08-10,1,4,Match 4,2407,140.0
2779,2022-08-10,1,5,Match 3,59818,30.0
2779,2022-08-10,1,6,Match 2,611712,0.0
2780,2022-08-13,1,1,Match 6,0,3800000.0
2780,2022-08-13,1,2,Match 5 plus Bonus,1,1000000.0
2780,2022-08-13,1,3,Match 5,43,1750.0
2780,2022-08-13,1,4,Match 4,2935,140.0
2780,2022-08-13,1,5,Match 3,74258,30.0
2780,2022-08-13,1,6,Match 2,804559,0.0
2781,2022-08-17,1,1,Match 6,0,5037577.0
2781,2022-08-17,1,2,Match 5 plus Bonus,3,1000000.0
2781,2022-08-17,1,3,Match 5,31,1750.0
2781,2022-08-17,1,4,Match 4,2309,140.0
2781,2022-08-17,1,5,Match 3,57392,30.0
2781,2022-08-17,1,6,Match 2,578678,0.0
2782,2022-08-20,1,1,Match 6,0,7119865.0
2782,2022-08-20,1,2,Match 5 plus Bonus,3,1000000.0
2782,2022-08-20,1,3,Match 5,76,1750.0
2782,2022-08-20,1,4,Match 4,6509,140.0
2782,2022-08-20,1,5,Match 3,143317,30.0
2782,2022-08-20,1,6,Match 2,1205017,0.0
2783,2022-08-24,1,1,Match 6,0,8546531.0
2783,2022-08-24,1,2,Match 5 plus Bonus,0,1000000.0
2783,2022-08-24,1,3,Match 5,55,1750.0
2783,2022-08-24,1,4,Match 4,3333,140.0
2783,2022-08-24,1,5,Match 3,76918,30.0
2783,2022-08-24,1,6,Match 2,721592,0.0
2784,2022-08-27,1,1,Match 6,0,10839432.0
2784,2022-08-27,1,2,Match 5 plus Bonus,8,1000000.0
2784,2022-08-27,1,3,Match 5,139,1750.0
2784,2022-08-27,1,4,Match 4,9362,140.0
2784,2022-08-27,1,5,Match 3,174657,30.0
2784,2022-08-27,1,6,Match 2,1353600,0.0
2785,2022-08-31,1,1,Match 6,0,12824799.0
2785,2022-08-31,1,2,Match 5 plus Bonus,0,10000001000000.0
2785,2022-08-31,1,3,Match 5,51,17509873.0
2785,2022-08-31,1,4,Match 4,4260,140274.0
2785,2022-08-31,1,5,Match 3,99442,30100.0
2785,2022-08-31,1,6,Match 2,971576,5.0
2786,2022-09-03,1,1,Match 6,0,3800000.0
2786,2022-09-03,1,2,Match 5 plus Bonus,1,1000000.0
